ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
300421.SZ,20260429,20260331,0.024,0.024,0.9035,0.9035,2.2979,0.2714,0.823,466641.23,6587979.51,37811084.65,1.6377,1.1247,1.091,0.6335,0.2799,0.382,0.1367,4093651.77,14053472.97,,24194234.1024,24194234.1024,285836086.94,78627360.45,300223432.88,175043817.56,1075290757.11,373713308.9,548757126.46,1592614437.71,321768768.38,0.024,4.3954,0.0889,1.0943,0.0543,0.0478,0.0823,0.0823,2.6556,14.2336,85.7664,10.5301,2.6556,0.5282,7.6852,2.3167,-0.6755,98.459,2.9667,5.2903,0.5473,0.55,0.5111,0.7229,0.3629,0.7897,2.1892,2.8916,33.9632,1.5143,1.508,49.0411,50.9589,54.9437,18.851,81.149,88.1708,11.8292,0.0446,0.5143,1.9444,4.3048,1.6177,3.5816,6.143,0.0393,258.5275,1.4516,0.3629,734378501.46,2.9736,0.5282,98.459,0.5473,0.5111,0.3629,9.8398,-58.8336,-58.8336,122.6209,-60.9847,-60.9008,-58.8154,-59.24,122.6229,-59.4941,0.5122,1.3642,0.5139,5.503,5.503,5.503,-53.3204,1.6757
300421.SZ,20260429,20260331,0.024,0.024,0.9035,0.9035,2.2979,0.2714,0.823,466641.23,6587979.51,37811084.65,1.6377,1.1247,1.091,0.6335,0.2799,0.382,0.1367,4093651.77,14053472.97,,,,285836086.94,78627360.45,300223432.88,175043817.56,1075290757.11,373713308.9,548757126.46,1592614437.71,321768768.38,0.024,4.3954,0.0889,1.0943,0.0543,0.0478,,,2.6556,14.2336,85.7664,10.5301,2.6556,0.5282,7.6852,2.3167,-0.6755,98.459,2.9667,5.2903,0.5473,0.55,0.5111,0.7229,0.3629,0.7897,2.1892,2.8916,33.9632,1.5143,1.508,49.0411,50.9589,54.9437,18.851,81.149,88.1708,11.8292,0.0446,0.5143,1.9444,4.3048,1.6177,3.5816,6.143,0.0393,258.5275,1.4516,0.3629,734378501.46,2.9736,0.5282,98.459,0.5473,0.5111,0.3629,9.8398,-58.8336,-58.8336,122.6209,-60.9847,-60.9008,-58.8154,-59.24,122.6229,-59.4941,0.5122,1.3642,0.5139,5.503,5.503,5.503,-53.3204,1.6757
300421.SZ,20260429,20251231,0.2354,0.2354,3.7719,3.7719,2.2979,0.2714,0.799,3278948.99,65937769.32,182721520.06,1.6683,1.1544,1.122,2.7831,1.1913,1.5494,0.577,60013445.7,83812371.5,174413301.14,33352311.0632,78352311.0632,262267519.28,82488448.13,300199988.92,190982300.86,1067348446.6,375872374.02,566854674.88,1585983668.07,314714147.64,0.2354,4.373,-0.0464,1.0703,-0.1197,0.285,0.1134,0.2665,6.241,16.4753,83.5247,9.4432,6.241,0.5805,8.8067,0.056,-0.543,94.5888,7.163,7.557,5.4503,5.46,5.1921,4.3608,3.6014,4.7889,5.4503,4.3608,33.4046,1.5016,1.5134,48.6,51.4,55.2818,18.9283,81.0717,87.2102,12.7898,-0.0243,0.5016,1.9936,4.2831,1.6549,3.5555,5.5887,-0.0212,242.0494,3.6014,3.6014,744086865.65,7.0577,0.9461,95.7783,1.3754,1.4917,0.9016,8.54,25.3461,25.3461,-113.2837,23.2184,29.6237,25.3165,16.86,-113.2831,22.2304,2.525,0.918,2.5248,6.1743,6.1743,10.1375,-11.5431,2.5248
300421.SZ,20251025,20250930,0.1757,0.1757,2.7687,2.7687,2.2979,0.2551,0.7555,4764585.18,46882890.88,140225999.97,1.6066,1.1428,1.1163,2.0936,0.8485,1.1381,0.4197,47559982.77,67144143.29,,-73644544.2766,71355455.7234,219160897.78,78092033.23,400242497.27,198159445.64,1052039608.62,375754422.3,573913867.94,1669270441.58,297144905.39,0.1757,4.316,-0.1321,1.0106,0.1961,0.2284,-0.2505,0.2427,6.3443,17.2252,82.7748,9.5739,6.3443,0.448,9.4462,-0.3203,-0.8358,94.1578,7.6847,8.2479,4.0939,4.09,3.7162,3.4613,2.6624,3.4659,5.4585,4.6151,35.4685,1.5496,1.5376,50.6049,49.3951,53.4974,23.9771,76.0229,88.8039,11.1961,-0.0627,0.5496,1.8194,3.1706,1.5083,2.6285,5.3091,-0.0557,244.8145,3.5499,2.6624,733737590.13,7.7336,0.0665,94.6337,1.1161,1.0135,0.7145,4.1929,1.8551,1.8551,-150.0568,13.5276,14.626,1.8305,-4.98,-150.0442,0.2137,1.1887,2.7884,1.1888,4.8077,4.8077,5.3433,-17.9936,1.6134
300421.SZ,20251025,20250930,0.1757,0.1757,2.7687,2.7687,2.2979,0.2551,0.7555,4764585.18,46882890.88,140225999.97,1.6066,1.1428,1.0006,2.0936,0.8485,1.1381,0.4197,47559982.77,67144143.29,,,,219160897.78,78092033.23,400242497.27,198159445.64,1052039608.62,375754422.3,573913867.94,1669270441.58,297144905.39,0.1757,4.316,-0.1321,1.0106,0.1961,0.2284,,,6.3443,17.2252,82.7748,9.5739,6.3443,0.448,9.4462,-0.3203,-0.8358,94.1578,7.6847,8.2479,4.0939,4.09,3.7162,3.4613,2.6624,3.4659,5.4585,4.6151,35.4685,1.5496,1.5376,50.6049,49.3951,53.4974,23.9771,76.0229,88.8039,11.1961,-0.0627,0.5496,1.8194,3.1706,1.5083,2.6285,5.3091,-0.0557,244.8145,3.5499,2.6624,733737590.13,7.7336,0.0665,94.6337,1.1161,1.0135,0.7145,4.1929,1.8551,1.8551,-150.0568,13.5276,14.626,1.8305,-4.98,-150.0442,0.2137,1.1887,2.7884,1.1888,4.8077,4.8077,5.3433,-17.9936,1.6134
300421.SZ,20250809,20250630,0.1277,0.1277,1.8198,1.8198,2.2979,0.2551,0.7076,3469980.94,34087853.18,91658965.76,1.5715,1.0667,1.0309,1.3949,0.5549,0.7404,0.2751,32588475.63,45368567.76,90492767.41,-43578184.0096,63747115.9904,276500667.68,82219585.83,362906031.69,204194211.03,1037483704.1,365416923.48,569611134.51,1618778434.17,283055263.45,0.1277,4.2712,-0.1719,0.9627,0.0486,0.1543,-0.1482,0.2168,7.019,17.1297,82.8703,9.0704,7.019,0.6469,9.3587,-0.9351,-0.895,93.9097,8.1245,8.4787,2.9927,2.96,2.7162,2.3322,1.9307,2.5103,5.9854,4.6644,36.4919,1.5746,1.5501,50.8129,49.1871,52.4644,22.4185,77.5815,88.6063,11.3937,-0.079,0.5746,1.7403,3.4606,1.4377,2.8588,5.0809,-0.07,253.6176,3.8614,1.9307,738359894.14,8.1109,0.661,94.0666,1.6168,1.4187,1.0307,22.9482,5.8872,5.8872,-353.1664,11.217,11.0617,5.9372,-1.39,-352.9517,7.108,0.1383,3.3621,0.1398,4.5307,4.5307,4.4135,15.2201,-1.0931
300421.SZ,20250809,20250630,0.1277,0.1277,1.8198,1.8198,2.2979,0.2551,0.7076,3469980.94,34087853.18,91658965.76,1.5715,1.0667,0.9289,1.3949,0.5549,0.7404,0.2751,32588475.63,45368567.76,90492767.41,-43578184.0096,63747115.9904,276500667.68,82219585.83,362906031.69,204194211.03,1037483704.1,365416923.48,569611134.51,1618778434.17,283055263.45,0.1277,4.2712,-0.1719,0.9627,0.0486,0.1543,-0.1482,0.2168,7.019,17.1297,82.8703,9.0704,7.019,0.6469,9.3587,-0.9351,-0.895,93.9097,8.1245,8.4787,2.9927,2.96,2.7162,2.3322,1.9307,2.5103,5.9854,4.6644,36.4919,1.5746,1.5501,50.8129,49.1871,52.4644,22.4185,77.5815,88.6063,11.3937,-0.079,0.5746,1.7403,3.4606,1.4377,2.8588,5.0809,-0.07,253.6176,3.8614,1.9307,738359894.14,8.1109,0.661,94.0666,1.6168,1.4187,1.0307,22.9482,5.8872,5.8872,-353.1664,11.217,11.0617,5.9372,-1.39,-352.9517,7.108,0.1383,3.3621,0.1398,4.5307,4.5307,4.4135,15.2201,-1.0931
300421.SZ,20250425,20250331,0.0583,0.0583,0.8563,0.8563,2.2979,0.2551,0.7581,966709.96,16162548.18,41503557.55,1.5675,1.0685,1.022,0.6687,0.2621,0.3447,0.1291,15779410.56,17091181.51,,-14518358.1286,152806941.8714,313980037.46,78873042.59,322614607.41,125586601.02,1051371613.3,361238971.19,486825572.21,1593706382.46,297910345.54,0.0583,4.323,-0.393,1.0132,0.179,0.0581,-0.0494,0.5197,6.803,16.4834,83.5166,8.5352,6.803,0.631,9.1401,-1.2359,-0.7801,93.7331,8.0223,6.7879,1.3567,1.36,1.2801,0.8765,0.8785,0.934,5.4268,3.506,36.0154,1.5629,1.5443,50.2292,49.7708,52.9242,20.243,79.757,88.976,11.024,-0.1815,0.5629,1.7766,3.94,1.4695,3.2589,8.3717,-0.1615,264.8167,3.514,0.8785,751689930.83,8.0237,0.631,93.7331,1.3567,1.2801,0.8785,-45.8885,11.2595,11.2595,-639.8352,10.7022,10.8564,11.2804,10.02,-639.4527,9.3664,1.3528,3.8357,1.3533,4.6628,4.6628,4.6628,115.6269,1.7501
300421.SZ,20250425,20241231,0.1878,0.1878,3.5526,3.5526,2.2979,0.2551,0.6999,-1188663.93,56422206.36,176169379.97,1.6027,1.0978,1.0733,2.8331,1.1445,1.4712,0.5588,47038269.94,65342878.67,149021435.94,138454796.3524,143010213.0124,321167454.87,82769921.55,255119069.44,110708811.84,1033909325.28,347319627.38,458028439.22,1509238397.54,280781087.41,0.1878,4.2653,0.3493,0.9549,0.0343,0.2222,0.4709,0.4864,5.2877,16.8653,83.1347,10.9241,5.2877,0.619,9.9232,0.3819,-0.373,95.4969,6.1722,6.2555,4.4409,4.42,4.5365,3.4956,2.9548,3.9941,4.4409,3.4956,34.4483,1.5255,1.5029,48.2761,51.7239,54.0415,16.9038,83.0962,87.4411,12.5589,0.1782,0.5255,1.9029,4.9158,1.5688,4.0527,9.339,0.1558,249.8608,2.9548,2.9548,751876394.29,5.7809,1.2344,99.334,0.3607,0.5658,0.2376,9.3723,-7.8056,-7.8056,10.4331,-5.6353,-11.2615,-7.7647,-2.11,10.4304,-9.2901,1.6831,4.8114,1.6817,4.2852,4.2852,6.4328,-41.5106,1.6817
300421.SZ,20241025,20240930,0.1725,0.1725,2.6417,2.6417,2.2979,0.2444,0.6952,1378010.12,49341029.27,141715794.31,1.6677,1.1255,1.0178,2.1685,0.8458,1.1714,0.4184,45254518.59,59030890.63,,17316460.6468,72316460.6468,255408365.26,78163691.41,305154937.51,127960040.92,1074173656.61,374268686.21,502228727.13,1554033829.66,276266584.37,0.1725,4.2474,0.2639,0.9396,0.1458,0.2008,0.0589,0.2459,6.5298,18.2451,81.7549,10.8719,6.5298,0.4068,9.9804,0.4847,-0.6759,94.1737,7.0944,7.5999,4.0865,4.09,3.9755,3.1797,2.732,3.5891,5.4487,4.2396,33.8379,1.5114,1.4958,49.5247,50.4753,56.9067,19.6363,80.3637,87.7626,12.2374,0.1384,0.5114,1.9553,4.0926,1.6817,3.5201,8.3946,0.1215,253.204,3.6427,2.732,701097877.09,7.0711,0.2174,95.2115,1.2123,1.1732,0.8334,21.7577,-11.0825,-11.0825,191.9248,-8.548,-8.7821,-11.0891,-11.51,192.0757,-7.2009,1.2563,3.4105,1.2568,3.5646,3.5646,4.9545,-23.1543,-4.1899
300421.SZ,20240730,20240630,0.1206,0.1206,1.741,1.741,2.2979,0.2444,0.7633,885881.44,34567051.04,95374808.78,2.0364,1.2773,1.1317,1.3967,0.5794,0.7622,0.2843,32572877.15,41982717.57,84622099.37,35321743.5191,-24678256.4809,234668894.08,81448809.12,190127055.55,106455996.9,1094281939.92,440250337.84,546706334.74,1459879484.98,296284135.54,0.1206,4.3184,0.0679,1.0077,-0.1723,0.1428,0.1201,-0.0839,6.9258,18.6317,81.3683,11.0664,6.9258,0.5047,10.1551,0.4065,-0.3376,93.6368,7.6361,8.2014,2.8327,2.83,2.7619,2.3315,1.9689,2.588,5.6654,4.663,28.5048,1.3987,1.4387,48.7076,51.2924,61.6151,13.0235,86.9765,83.9112,16.0888,0.047,0.3987,2.5082,6.6784,2.1616,5.7555,10.2792,0.0395,263.6865,3.9378,1.9689,708651264.79,7.6339,0.6673,93.404,1.5927,1.5782,1.0951,-0.5314,0.4163,0.4163,13680.0,3.4984,3.5586,0.4367,1.27,14922.847,1.3525,2.949,-2.7038,2.9492,2.8598,2.8598,2.7442,14.224,-0.9036
300421.SZ,20240427,20240331,0.0524,0.0524,0.8182,0.8182,2.2979,0.2444,0.6951,702664.37,14690211.94,44938103.13,1.7399,1.1344,1.0211,0.7024,0.2577,0.3534,0.1296,14676439.55,19715183.84,,-12118753.1293,27881246.8707,264631321.09,83627064.9,290214416.58,112860793.14,1072632340.07,410518118.75,523378911.89,1539443297.75,276224079.37,0.0524,4.2486,0.0728,0.9394,0.1463,0.0671,-0.0412,0.0948,6.3984,18.6796,81.3204,10.5369,6.3984,0.3214,9.5959,0.6196,-0.3004,93.8994,7.5846,8.1951,1.2401,1.23,1.1835,1.0619,0.8291,1.1017,4.9604,4.2476,33.8228,1.5111,1.4956,51.1396,48.8604,56.8221,18.8519,81.1481,86.902,13.098,0.0386,0.5111,1.9566,4.3045,1.68,3.696,9.504,0.0335,274.7358,3.3164,0.8291,727910880.0,7.5755,0.3214,93.8994,1.2401,1.1835,0.8291,8.9031,-23.6152,-23.6152,180.9789,-4.9775,-4.9986,-8.4388,-7.12,196.2178,-5.7823,1.285,3.4158,1.2851,2.9906,2.9906,2.9906,126.1803,-2.8196
